"word1","word2","freq"
"communitys","interest",2
"commuter","rail",2
"compact","disc",2
"compact","isnt",2
"companies","architecture",2
"companies","help",2
"companies","hire",2
"companies","lawmakers",2
"companies","mtc",2
"companies","real",2
"companies","said",2
"companies","seeking",2
"companies","tend",2
"companies","use",2
"companies","weather",2
"companies","work",2
"companionship","female",2
"company","alleging",2
"company","began",2
"company","called",2
"company","can",2
"company","chairman",2
"company","controlled",2
"company","employees",2
"company","even",2
"company","executives",2
"company","knows",2
"company","lapes",2
"company","might",2
"company","operated",2
"company","operates",2
"company","owned",2
"company","past",2
"company","pending",2
"company","phone",2
"company","plans",2
"company","procter",2
"company","received",2
"company","still",2
"company","welcome",2
"company","will",2
"company","work",2
"companys","board",2
"companys","measurement",2
"companys","needs",2
"companys","permanent",2
"companys","total",2
"comparatively","less",2
"compare","notes",2
"compared","average",2
"compared","billion",2
"compared","control",2
"compared","first",2
"compared","many",2
"comparisons","previous",2
"compas","said",2
"compelled","write",2
"compelling","music",2
"compete","nike",2
"competence","blossoming",2
"competing","interests",2
"competition","also",2
"competition","buying",2
"competition","first",2
"competition","introducing",2
"competition","one",2
"competition","year",2
"competitive","james",2
"competitive","placed",2
"competitive","probably",2
"competitively","different",2
"competitor","will",2
"compilation","album",2
"complain","lack",2
"complained","sweet",2
"complaint","mrs",2
"complaints","can",2
"complaints","said",2
"complete","feel",2
"complete","game",2
"complete","integration",2
"complete","list",2
"complete","mammoth",2
"complete","statistics",2
"complete","utter",2
"complete","without",2
"completed","course",2
"completed","end",2
"completed","july",2
"completely","booked",2
"completely","forgotten",2
"completely","honest",2
"completely","insane",2
"completely","misinterpreted",2
"completely","wrong",2
"completeness","soccer",2
"completes","process",2
"complex","business",2
"complex","hold",2
"complex","reason",2
"complications","including",2
"complimentary","brunch",2
"complimentary","copy",2
"comply","mandated",2
"comply","oversight",2
"composite","dipped",2
"comprehensive","immigration",2
"compressed","natural",2
"compression","garments",2
"compressors","several",2
"compromises","necessary",2
"computer","age",2
"computer","found",2
"computer","ipad",2
"computer","maker",2
"computer","now",2
"computer","owed",2
"computer","program",2
"con","aã",2
"concealed","guns",2
"concentrated","fruity",2
"concept","â",2
"concept","marriage",2
"concept","mexicos",2
"concept","promoting",2
"concerned","bill",2
"concerned","successfully",2
"concerns","including",2
"concerns","protecting",2
"concerns","safety",2
"concerns","whistleblower",2
"concert","im",2
"concert","titled",2
"concert","will",2
"concessions","contracts",2
"conclusion","album",2
"conclusion","feel",2
"concrete","overlay",2
"condition","called",2
"condition","known",2
"condition","led",2
"condition","thursday",2
"conditional","support",2
"conditions","allowed",2
"conditions","can",2
"conditions","games",2
"conditions","getting",2
"conditions","may",2
"conditions","rezoning",2
"condo","luxurious",2
"condolences","family",2
"condominium","building",2
"conducting","separate",2
"conference","â",2
"conference","champions",2
"conference","first",2
"conference","games",2
"conference","news",2
"conference","put",2
"conference","week",2
"conferred","well",2
"confidence","integrity",2
"confident","americas",2
"confident","will",2
"confined","spaces",2
"confirmationperforming","back",2
"confirmed","monday",2
"conflict","just",2
"confrontation","dialogue",2
"confusing","whatever",2
"congestion","tension",2
"congrats","youre",2
"congratulate","tony",2
"congratulations","thanks",2
"congregation","feet",2
"congress","authorized",2
"congress","ave",2
"congress","never",2
"congress","provide",2
"congress","vote",2
"congress","week",2
"congress","will",2
"congress","wont",2
"congress","year",2
"congressional","aide",2
"congressional","caucus",2
"congressional","district",2
"congressional","districts",2
"congressional","investigation",2
"congressional","map",2
"congressional","primary",2
"congressional","term",2
"congressman","attacks",2
"congressman","convince",2
"congressman","extent",2
"congressman","gop",2
"congressman","try",2
"congresswoman","others",2
"conley","pauls",2
"connect","communicate",2
"connect","people",2
"connected","jupiterzeus",2
"connecting","service",2
"connection","case",2
"connects","millions",2
"connects","small",2
"connects","time",2
"connick","says",2
"conscious","effort",2
"consecutive","days",2
"consecutive","season",2
"consecutive","start",2
"consecutive","years",2
"consent","deal",2
"consequences","abusive",2
"conservation","area",2
"consider","evidence",2
"consider","giving",2
"consider","going",2
"consider","leaving",2
"consider","options",2
"consider","psychological",2
"considered","â",2
"considered","feel",2
"considered","innovative",2
"considered","reliable",2
"consistency","world",2
"consistent","full",2
"consistently","popular",2
"consisting","two",2
"consoli","says",2
"conspirators","caused",2
"conspirators","used",2
"conspiring","bribe",2
"constant","demands",2
"constant","shuffling",2
"constantly","changing",2
"constitute","successful",2
"constitutional","ban",2
"constitutions","prohibition",2
"constructed","fit",2
"construction","barat",2
"construction","contract",2
"construction","paper",2
"construction","projects",2
"construction","worker",2
"construction","workers",2
"constructive","criticism",2
"consultant","lenny",2
"consulting","company",2
"consulting","transunions",2
"consumer","affairs",2
"consumer","health",2
"consumer","prices",2
"consumer","products",2
"consumer","protection",2
"consumer","watchdog",2
"consumers","can",2
"consumers","change",2
"consumers","many",2
"consumers","work",2
"contact","former",2
"contact","info",2
"contacts","officers",2
"contain","popular",2
"containing","smaller",2
"contains","information",2
"contains","little",2
"contains","safeguards",2
"contemporary","art",2
"contemporary","literature",2
"contempt","congressional",2
"content","authors",2
"content","management",2
"content","wait",2
"contest","two",2
"contest","will",2
"contexts","think",2
"continue","battle",2
"continue","moderate",2
"continue","next",2
"continue","search",2
"continue","send",2
"continue","serve",2
"continue","show",2
"continue","work",2
"continued","â",2
"continued","writing",2
"contra","costa",2
"contrã","lã",2
"contraceptives","carefirst",2
"contraceptives","standard",2
"contract","â",2
"contract","mlb",2
"contract","team",2
"contracted","june",2
"contractors","first",2
"contradicts","interests",2
"contrast","aimed",2
"contrast","barack",2
"contrast","say",2
"contrasts","seized",2
"contribute","healthcare",2
"contribute","million",2
"contributed","friends",2
"contributed","manic",2
"contributing","little",2
"contribution","corbett",2
"contributions","came",2
"contributions","downtown",2
"contributions","red",2
"contributor","captivated",2
"control","â",2
"control","difficult",2
"control","freakâ",2
"control","house",2
"control","maine",2
"control","much",2
"control","one",2
"control","pills",2
"control","process",2
"control","property",2
"control","room",2
"control","vehicles",2
"control","work",2
"controlled","angelos",2
"controlled","legislature",2
"controversial","chiefs",2
"controversy","uncomfortable",2
"convenience","patients",2
"convenience","store",2
"convenient","lakefront",2
"convention","elected",2
"convention","neared",2
"convention","party",2
"conventional","heights",2
"conversation","shares",2
"conversation","went",2
"convicted","company",2
"convictions","record",2
"convinced","mom",2
"convinced","total",2
"cook","another",2
"cook","cherries",2
"cook","cook",2
"cook","delicious",2
"cook","easing",2
"cook","egg",2
"cook","everything",2
"cook","meat",2
"cook","st",2
"cooked","meat",2
"cooker","made",2
"cookies","love",2
"cookies","pie",2
"cookies","used",2
"cooking","class",2
"cooking","kits",2
"cooking","oil",2
"cooking","one",2
"cool","bad",2
"cool","enough",2
"cool","great",2
"cool","itâ",2
"cool","slightly",2
"cool","thanks",2
"cool","whip",2
"cool","will",2
"cool","winter",2
"cooler","weather",2
"cooper","another",2
"coordinator","brian",2
"coordinators","process",2
"copies","book",2
"copies","first",2
"coping","cerebral",2
"cops","handlebar",2
"copy","childrens",2
"copy","computer",2
"copyrighted","material",2
"corbett","hershey",2
"corbett","latest",2
"core","gamer",2
"core","issues",2
"corn","fallen",2
"corner","bring",2
"corner","get",2
"corner","new",2
"corner","office",2
"corner","punch",2
"corner","world",2
"cornerback","prince",2
"corners","coveted",2
"cornstarch","mixture",2
"corp","america",2
"corp","large",2
"corp","shareholders",2
"corporate","beauty",2
"corps","engineers",2
"correction","discipline",2
"correctional","institution",2
"corrections","corp",2
"corrections","proposing",2
"corrections","records",2
"corrugated","cardboard",2
"cortex","area",2
"cory","labang",2
"cosmic","philosophy",2
"cosmo","latinas",2
"cost","best",2
"cost","daily",2
"cost","days",2
"cost","eventually",2
"cost","many",2
"cost","much",2
"cost","now",2
"cost","per",2
"cost","reduction",2
"cost","seniors",2
"cost","total",2
"cost","us",2
"cost","vs",2
"cost","well",2
"costa","rica",2
"costs","cena",2
"costs","local",2
"costs","saying",2
"costs","will",2
"costs","year",2
"costume","designers",2
"costume","party",2
"cotton","corn",2
"coty","incâ",2
"cough","causes",2
"cough","measles",2
"coughing","fits",2
"couldâ","ve",2
"couldnt","agree",2
"couldnt","better",2
"couldnt","delighted",2
"couldnt","finish",2
"couldnt","give",2
"couldnt","handle",2
"couldnt","possibly",2
"couldnt","really",2
"couldnt","say",2
"couldnt","see",2
"couldnt","seen",2
"council","already",2
"council","chambers",2
"council","conditional",2
"council","decided",2
"council","member",2
"council","northern",2
"council","seat",2
"councilman","jose",2
"councilman","ronald",2
"counsel","new",2
"counseling","can",2
"counseling","staff",2
"counselor","career",2
"count","branching",2
"count","indictment",2
"count","many",2
"count","us",2
"counter","intuitive",2
"counter","one",2
"counter","tops",2
"counterparts","juvenile",2
"counties","cook",2
"counting","money",2
"countries","like",2
"countries","split",2
"countries","urging",2
"countries","will",2
"country","also",2
"country","especially",2
"country","individual",2
"country","last",2
"country","marylands",2
"country","mice",2
"country","needs",2
"country","new",2
"country","one",2
"country","outing",2
"country","said",2
"country","scored",2
"country","since",2
"country","singer",2
"country","ski",2
"country","stirring",2
"country","working",2
"countrys","economy",2
"countrys","financial",2
"countrys","oil",2
"counts","aggravated",2
"counts","child",2
"counts","done",2
"county","according",2
"county","boys",2
"county","change",2
"county","city",2
"county","college",2
"county","councilman",2
"county","create",2
"county","democratic",2
"county","detention",2
"county","encouraged",2
"county","however",2
"county","juvenile",2
"county","locations",2
"county","medical",2
"county","mired",2
"county","plan",2
"county","sheriffâ",2
"county","superintendents",2
"county","superior",2
"county","turcer",2
"countys","chief",2
"countys","original",2
"couple","drinks",2
"couple","friends",2
"couple","games",2
"couple","going",2
"couple","others",2
"couple","subcontractors",2
"couple","thousand",2
"couple","walmart",2
"couples","get",2
"couples","right",2
"couples","summer",2
"couples","unlikeable",2
"coupon","code",2
"courage","determination",2
"courage","speak",2
"course","challenge",2
"course","coming",2
"course","congratulate",2
"course","dont",2
"course","help",2
"course","iâ",2
"course","ill",2
"course","ive",2
"course","just",2
"course","last",2
"course","love",2
"course","made",2
"course","many",2
"course","now",2
"course","people",2
"course","realistic",2
"course","record",2
"course","remembered",2
"course","renamed",2
"course","theres",2
"course","think",2
"course","two",2
"course","wasnt",2
"course","watched",2
"course","wouldnt",2
"courses","local",2
"court","â",2
"court","appearance",2
"court","blindly",2
"court","cases",2
"court","don",2
"court","far",2
"court","justice",2
"court","order",2
"court","papers",2
"court","possession",2
"court","shareholders",2
"court","tuesday",2
"court","used",2
"court","williams",2
"courts","put",2
"courts","said",2
"courts","trial",2
"cover","cup",2
"cover","night",2
"cover","oh",2
"cover","one",2
"cover","refrigerate",2
"cover","right",2
"cover","simmer",2
"cover","wet",2
"coverage","mean",2
"covered","compared",2
"covered","key",2
"covered","lot",2
"covering","contraceptives",2
"covering","covering",2
"covers","games",2
"coveted","location",2
"cox","dt",2
"crab","cakes",2
"cracking","open",2
"craft","beers",2
"craft","brewing",2
"craft","challenge",2
"craft","deshaun",2
"craftspeople","sell",2
"crafty","individuals",2
"craig","ensure",2
"cramped","interface",2
"crank","meat",2
"craver","foster",2
"crawled","bathroom",2
"crazy","busy",2
"crazy","crazy",2
"crazy","dont",2
"crazy","one",2
"crazy","rt",2
"crazy","year",2
"cream","chocolate",2
"cream","social",2
"creamsicle","still",2
"create","â",2
"create","card",2
"create","custom",2
"create","layout",2
"create","much",2
"create","new",2
"create","one",2
"create","problems",2
"create","story",2
"create","tension",2
"created","great",2
"created","million",2
"created","sort",2
"created","years",2
"creates","around",2
"creates","value",2
"creating","art",2
"creating","chaos",2
"creating","character",2
"creating","deep",2
"creating","great",2
"creating","jobs",2
"creations","us",2
"creative","agency",2
"creative","bid",2
"creative","chemist",2
"creative","intelligence",2
"creative","side",2
"creative","thinking",2
"creative","time",2
"creative","well",2
"creativity","competence",2
"creatures","need",2
"credentials","people",2
"credit","also",2
"credit","borders",2
"credit","can",2
"credit","report",2
"credit","scores",2
"credit","things",2
"credit","union",2
"credits","ask",2
"credits","isnt",2
"creek","overlook",2
"creekâ","s",2
"crepe","among",2
"crest","see",2
"creuset","stoneware",2
"crew","member",2
"crew","poured",2
"crew","world",2
"crews","arrived",2
"crews","kick",2
"crews","kickoff",2
"crews","safety",2
"crimp","translation",2
"crisis","day",2
"crisis","placed",2
"crisp","skin",2
"crisp","tortilla",2
"critic","stephen",2
"critical","information",2
"critical","time",2
"criticisms","political",2
"critics","say",2
"cropperâ","s",2
"cross","border",2
"cross","court",2
"cross","exchange",2
"cross","feet",2
"cross","lord",2
"cross","stitch",2
"cross","will",2
"cross","words",2
"crossed","line",2
"crossed","lovers",2
"crossed","mind",2
"crossing","fingers",2
"crossing","line",2
"crossing","street",2
"crossman","trails",2
"crosswalk","will",2
"crowd","broken",2
"crowd","pleasing",2
"crowes","standout",2
"crowley","county",2
"crown","woods",2
"crucial","first",2
"crude","tool",2
"cruel","inhuman",2
"cruise","first",2
"cruise","great",2
"crunchy","outside",2
"cry","days",2
"cry","go",2
"cry","let",2
"cryan","said",2
"crying","pain",2
"crying","whatever",2
"crying","wife",2
"crystle","roksa",2
"cs","lewis",2
"ct","square",2
"cucumber","sandwiches",2
"cuisine","fills",2
"culinary","delights",2
"cult","nails",2
"cultural","center",2
"cultural","heritage",2
"cultural","society",2
"culture","â",2
"culture","culture",2
"culture","sound",2
"culture","thought",2
"cumberland","mall",2
"cunningham","blasted",2
"cup","final",2
"cup","going",2
"cup","mustardy",2
"cup","shredded",2
"cup","tossed",2
"cupcake","cake",2
"cupp","will",2
"cups","flour",2
"cups","one",2
"curb","global",2
"curdle","coffee",2
"current","evaluation",2
"current","events",2
"current","format",2
"current","legal",2
"current","one",2
"current","past",2
"current","roster",2
"current","rules",2
"current","salary",2
"current","st",2
"current","system",2
"currently","filming",2
"currently","house",2
"currently","stage",2
"currently","working",2
"curry","sauce",2
"curtido","traditional",2
"cusack","gives",2
"cusp","building",2
"custody","sergeant",2
"custom","made",2
"customer","care",2
"customer","relations",2
"customers","developing",2
"customers","get",2
"customers","hebei",2
"customers","waiting",2
"customers","wanting",2
"customers","will",2
"cut","cover",2
"cut","deficit",2
"cut","emissions",2
"cut","glass",2
"cut","green",2
"cut","hair",2
"cut","layered",2
"cut","little",2
"cut","many",2
"cut","now",2
"cut","one",2
"cut","performance",2
"cut","sheet",2
"cut","sleeves",2
"cut","strips",2
"cut","taxes",2
"cut","thin",2
"cut","top",2
"cut","value",2
"cut","will",2
"cute","dark",2
"cute","youâ",2
"cuts","according",2
"cuts","already",2
"cuts","another",2
"cuts","meat",2
"cuts","still",2
"cuts","will",2
"cuts","windham",2
"cutting","jobs",2
"cutting","movies",2
"cuyahoga","countys",2
"cuz","u",2
"cycle","however",2
"cycle","right",2
"czar","agreed",2
"d","bowling",2
"d","camden",2
"d","ever",2
"d","first",2
"d","found",2
"d","get",2
"d","go",2
"d","gonna",2
"d","good",2
"d","im",2
"d","let",2
"d","make",2
"d","man",2
"d","movie",2
"d","prefer",2
"d","rt",2
"d","san",2
"d","saw",2
"d","seen",2
"d","share",2
"d","stayed",2
"d","still",2
"d","stricken",2
"d","top",2
"d","v",2
"d","way",2
"d","work",2
"d","x",2
"dâ","souza",2
"dad","children",2
"dad","come",2
"dad","didnt",2
"dad","said",2
"dadâ","s",2
"dads","among",2
"dai","ichi",2
"daily","blog",2
"daily","caffeine",2
"daily","course",2
"daily","life",2
"daily","mirror",2
"daily","news",2
"daily","pm",2
"daily","postings",2
"daily","though",2
"daily","three",2
"daily","work",2
"dairy","farmer",2
"dairy","queen",2
"daisy","carnival",2
"dakota","state",2
"dale","course",2
"dallas","play",2
"dallasfort","worth",2
"damage","bridge",2
"damage","osteoarthritis",2
"damage","playoffs",2
"damage","ziyad",2
"dame","turned",2
"damsels","distress",2
"dan","gilbert",2
"dan","pfeiffer",2
"dance","class",2
"dance","hall",2
"dance","moves",2
"dance","way",2
"danced","water",2
"dancerâ","calls",2
"dancers","â",2
"dancers","drummers",2
"dancers","two",2
"dances","according",2
"dances","around",2
"dang","im",2
"danger","outside",2
"dangerous","game",2
"dangerous","man",2
"dangerous","thing",2
"dangers","major",2
"daniels","brain",2
"dans","buyer",2
"daring","next",2
"dark","blue",2
"dark","brown",2
"dark","chilled",2
"dark","horse",2
"dark","one",2
"dark","panelled",2
"dark","place",2
"darling","girl",2
"darn","thing",2
"darryl","sutter",2
"dartmouth","professor",2
"dashing","stopped",2
"data","available",2
"data","bases",2
"data","can",2
"data","collected",2
"data","else",2
"data","rational",2
"data","research",2
"data","shows",2
"data","third",2
"data","web",2
"date","july",2
"date","night",2
"date","time",2
"date","work",2
"dated","jan",2
"dating","back",2
"dating","written",2
"daughter","amaya",2
"daughter","can",2
"daughter","family",2
"daughter","husband",2
"daughter","julie",2
"daughter","katherine",2
"daughter","love",2
"daughter","megan",2
"daughter","rocking",2
"daughterâ","s",2
"daughters","also",2
"daughters","hair",2
"daughters","house",2
"david","canary",2
"david","clarkson",2
"david","eisenhauer",2
"david","h",2
"david","yates",2
"davidâ","â",2
"davila","magdalena",2
"davis","â",2
"davis","jason",2
"davis","played",2
"dawn","will",2
"dax","however",2
"day","activities",2
"day","ahead",2
"day","almost",2
"day","anyone",2
"day","april",2
"day","around",2
"day","awesome",2
"day","baby",2
"day","back",2
"day","barrels",2
"day","boy",2
"day","buy",2
"day","canâ",2
"day","card",2
"day","checkup",2
"day","child",2
"day","concerns",2
"day","corporate",2
"day","couple",2
"day","district",2
"day","dl",2
"day","donâ",2
"day","draft",2
"day","drove",2
"day","earlier",2
"day","everyday",2
"day","everything",2
"day","expect",2
"day","experience",2
"day","far",2
"day","favorite",2
"day","feel",2
"day","finally",2
"day","first",2
"day","friends",2
"day","funny",2
"day","gift",2
"day","gifts",2
"day","girl",2
"day","gone",2
"day","got",2
"day","hey",2
"day","hi",2
"day","home",2
"day","iâ",2
"day","immediately",2
"day","important",2
"day","japan",2
"day","john",2
"day","justice",2
"day","kids",2
"day","kind",2
"day","later",2
"day","laying",2
"day","left",2
"day","legally",2
"day","little",2
"day","looking",2
"day","luckily",2
"day","might",2
"day","molzahn",2
"day","movie",2
"day","music",2
"day","n",2
"day","nd",2
"day","news",2
"day","nice",2
"day","nothing",2
"day","oldest",2
"day","passed",2
"day","peak",2
"day","percentage",2
"day","play",2
"day","please",2
"day","room",2
"day","sample",2
"day","saying",2
"day","see",2
"day","seeing",2
"day","show",2
"day","significant",2
"day","sox",2
"day","spend",2
"day","st",2
"day","still",2
"day","student",2
"day","sunday",2
"day","talking",2
"day","thinking",2
"day","though",2
"day","thus",2
"day","took",2
"day","visit",2
"day","water",2
"day","wednesday",2
"day","week",2
"day","went",2
"day","wheelchair",2
"day","wife",2
"day","without",2
"day","wont",2
"day","wore",2
"day","working",2
"day","year",2
"day","yes",2
"day","yet",2
"day","youre",2
"day","zeus",2
"dayâ","s",2
"days","â",2
"days","bad",2
"days","busy",2
"days","can",2
"days","christmas",2
"days","city",2
"days","day",2
"days","days",2
"days","depends",2
"days","early",2
"days","even",2
"days","everything",2
"days","exception",2
"days","get",2
"days","going",2
"days","however",2
"days","laughing",2
"days","left",2
"days","like",2
"days","mom",2
"days","need",2
"days","one",2
"days","passed",2
"days","pay",2
"days","really",2
"days","relatively",2
"days","roommate",2
"days","row",2
"days","story",2
"days","straight",2
"days","take",2
"days","til",2
"days","till",2
"days","time",2
"days","without",2
"days","work",2
"days","working",2
"days","youre",2
"daysâ","â",2
"dc","freeâ",2
"dc","gis",2
"dc","good",2
"dc","next",2
"dc","united",2
"ddr","memory",2
"de","pays",2
"de","rais",2
"de","smet",2
"de","una",2
"de","young",2
"deadly","tornadoes",2
"deadly","unlawful",2
"deal","also",2
"deal","closed",2
"deal","closes",2
"deal","dear",2
"deal","first",2
"deal","got",2
"deal","help",2
"deal","imminent",2
"deal","last",2
"deal","life",2
"deal","obama",2
"deal","pair",2
"deal","thought",2
"deal","together",2
"deal","trivial",2
"dealer","also",2
"dealer","classical",2
"dealer","offering",2
"dealer","reporters",2
"dealers","hardware",2
"dealings","dont",2
"deals","customers",2
"deals","eye",2
"dean","university",2
"dear","dr",2
"dear","friends",2
"dear","lady",2
"dear","readers",2
"dear","sir",2
"dear","souls",2
"dear","think",2
"dearer","dr",2
"dearest","beloved",2
"deathly","afraid",2
"deathly","hallows",2
"deaths","accidents",2
"deaths","british",2
"debate","going",2
"debating","whether",2
"debit","card",2
"debra","said",2
"debris","suggest",2
"debt","percent",2
"debts","bartenders",2
"debut","album",2
"debut","new",2
"debuted","last",2
"decade","earlier",2
"decade","result",2
"decades","â",2
"decagonâ","s",2
"december","including",2
"december","january",2
"december","just",2
"december","th",2
"decent","chance",2
"decent","tickets",2
"decide","field",2
"decide","want",2
"decided","amanda",2
"decided","appeal",2
"decided","buy",2
"decided","following",2
"decided","iâ",2
"decided","keep",2
"decided","long",2
"decided","move",2
"decided","needed",2
"decided","produce",2
"decided","put",2
"decided","research",2
"decided","ron",2
"decided","time",2
"decided","will",2
"decidedly","undistinguished",2
"decides","political",2
"deciding","whether",2
"decision","handed",2
"decision","just",2
"decision","limit",2
"decision","may",2
"decision","move",2
"decision","obviously",2
"decision","say",2
"decision","sign",2
"decision","take",2
"decision","will",2
"decisions","can",2
"decisions","made",2
"decisions","matter",2
"decisions","wife",2
"decisively","catastrophe",2
"declare","â",2
"declare","emergency",2
"declared","airport",2
"decline","far",2
"decline","saw",2
"declined","give",2
"declined","specific",2
"declines","fridays",2
"decorating","touches",2
"decotis","fitzpatrick",2
"decrease","number",2
"decreasing","dose",2
"dedicate","writing",2
"dedicated","public",2
"dee","dee",2
"deemed","voiceless",2
"deep","breaths",2
"deep","center",2
"deep","concerns",2
"deep","pockets",2
"deep","sleep",2
"deep","vein",2
"deepak","chopra",2
"deeper","level",2
"deeper","new",2
"deeper","says",2
"deeper","understanding",2
"deepest","condolences",2
"deeply","concerned",2
"deer","creek",2
"deer","valley",2
"defeat","another",2
"defeat","islamic",2
"defeat","obama",2
"defeated","incumbent",2
"defended","member",2
"defenders","allen",2
"defending","champions",2
"defense","allowing",2
"defense","attorney",2
"defense","constantly",2
"defense","department",2
"defense","free",2
"defense","indication",2
"defense","intelligence",2
"defense","lives",2
"defense","oregons",2
"defense","secretary",2
"defense","team",2
"defense","wellâ",2
"defenseless","children",2
"defensive","history",2
"defensive","linemen",2
"defer","legislatures",2
"deficit","spending",2
"deficits","remainder",2
"define","marriage",2
"definite","things",2
"definitely","changed",2
"definitely","dont",2
"definitely","feel",2
"definitely","feeling",2
"definitely","going",2
"definitely","plan",2
"definition","channel",2
"definition","tough",2
"definition","tv",2
"definition","version",2
"definition","video",2
"definitive","answer",2
"definitive","proof",2
"defunct","maintained",2
"degrading","treatment",2
"degree","breach",2
"degree","celsius",2
"degree","focus",2
"degree","heat",2
"degree","marketing",2
"degrees","f",2
"degrees","fausto",2
"degrees","running",2
"dehaan","said",2
"dei","vs",2
"del","morro",2
"delaware","chancery",2
"delayed","every",2
"delegate","spots",2
"delegations","weekly",2
"delhi","convicted",2
"delias","bare",2
"delicate","dishes",2
"delicious","three",2
"delights","found",2
"deliver","distributing",2
"deliver","hearing",2
"deliver","power",2
"delivered","authority",2
"delivers","foreign",2
"delivery","company",2
"delta","air",2
"deltas","eric",2
"deluxe","edition",2
"demand","customers",2
"demand","scene",2
"demanded","entry",2
"demands","time",2
"dementia","can",2
"demi","moore",2
"demjanjuk","sent",2
"democrat","controlled",2
"democratic","candidates",2
"democratic","committee",2
"democratic","legislation",2
"democratic","political",2
"democratic","republic",2
"democrats","praised",2
"democrats","republicans",2
"democrats","robert",2
"democrats","say",2
"democrats","seeking",2
"democrats","sent",2
"democrats","support",2
"demonize","attacks",2
"demonstrable","contempt",2
"demonstrations","along",2
"dems","educate",2
"demy","new",2
"denied","allegations",2
"denied","life",2
"denied","wrongdoing",2
"denise","tjarks",2
"denkowskiâ","s",2
"dennard","ability",2
"dennis","benjamin",2
"dennis","kucinich",2
"denny","emerson",2
"denton","said",2
"denver","â",2
"denver","morning",2
"denver","south",2
"dep","issued",2
"dep","said",2
"department","agriculture",2
"department","children",2
"department","defense",2
"department","energy",2
"department","environmental",2
"department","fish",2
"department","human",2
"department","justice",2
"department","natural",2
"department","room",2
"department","rule",2
"department","said",2
"department","spokesman",2
"department","st",2
"department","state",2
"department","store",2
"department","two",2
"department","washington",2
"department","water",2
"department","worked",2
"departments","demonstrable",2
"departments","names",2
"dependable","lightweight",2
"dependence","independence",2
"depending","agility",2
"depending","ask",2
"depending","size",2
"depending","weather",2
"depends","opposition",2
"deposited","bank",2
"depp","big",2
"depression","burnout",2
"depth","analysis",2
"depth","us",2
"deputies","injured",2
"deputy","chief",2
"deputy","fritz",2
"deputy","harmon",2
"deputy","majority",2
"deputy","mayor",2
"deputy","white",2
"derby","day",2
"derek","mays",2
"deron","williams",2
"derose","warned",2
"desanti","returned",2
"descended","upon",2
"descent","wave",2
"deschutes","county",2
"describe","â",2
"described","dinner",2
"described","help",2
"described","mrs",2
"described","robert",2
"describing","little",2
"description","well",2
"deserve","better",2
"deserve","ogorman",2
"deserved","hear",2
"deserves","credit",2
"deserves","one",2
"deserving","deserving",2
"deshaun","thomas",2
"design","better",2
"design","data",2
"design","firms",2
"design","kelley",2
"design","studio",2
"design","tip",2
"designated","el",2
"designed","just",2
"designed","protect",2
"designed","time",2
"designer","since",2
"designers","name",2
"desired","amount",2
"desiree","davila",2
"desk","unaccountably",2
"desperate","get",2
"desperately","trying",2
"desperately","want",2
"despite","apparent",2
"despite","chill",2
"despite","giving",2
"despite","insufficient",2
"despite","itchiness",2
"despite","pleas",2
"despite","practices",2
"despite","struggling",2
"despite","title",2
"dessert","multicourse",2
"destination","seems",2
"destinations","will",2
"destroying","scores",2
"destruction","hangars",2
"detailed","account",2
"detailed","attraction",2
"detailed","information",2
"detailed","specific",2
"details","can",2
"details","check",2
"details","dont",2
"details","interested",2
"details","must",2
"details","new",2
"details","spring",2
"details","well",2
"details","will",2
"detection","environmental",2
"detective","lance",2
"detective","michael",2
"detention","tackle",2
"determine","much",2
"determine","three",2
"determine","whether",2
"determined","family",2
"determined","right",2
"determines","sakes",2
"detox","ozzie",2
"detroit","belle",2
"detroit","toledo",2
"devastatingly","poetic",2
"developer","lexington",2
"developer","work",2
"developing","countries",2
"developing","relationships",2
"development","act",2
"development","agency",2
"development","authority",2
"development","company",2
"development","forward",2
"development","hope",2
"development","said",2
"development","thursday",2
"developmental","centers",2
"device","can",2
"device","enabling",2
"device","meaning",2
"devices","â",2
"devices","can",2
"devilâ","s",2
"devin","davis",2
"devotion","generational",2
"dewine","owned",2
"dewine","political",2
"dewine","spent",2
"di","saunders",2
"diagnosed","one",2
"dialogue","action",2
"dialogue","characters",2
"dialogue","quiet",2
"diamond","design",2
"diamond","engagement",2
"diane","johnson",2
"diaper","cover",2
"dickson","texas",2
"didier","drogba",2
"didnt","anything",2
"didnt","buy",2
"didnt","describe",2
"didnt","deserve",2
"didnt","find",2
"didnt","help",2
"didnt","leave",2
"didnt","look",2
"didnt","meet",2
"didnt","much",2
"didnt","notice",2
"didnt","plan",2
"didnt","talk",2
"didnt","touch",2
"didnt","turn",2
"didnt","watch",2
"didnt","write",2
"diebler","averaged",2
"diebler","lightys",2
"diego","democratic",2
"diego","lgbt",2
"diet","brilliant",2
"diet","carmoisine",2
"diet","coke",2
"diet","plan",2
"diet","tartrazine",2
"dietary","supplement",2
"differ","federal",2
"differ","greatly",2
"difference","camera",2
"difference","feel",2
"difference","two",2
"differences","ocean",2
"different","activities",2
"different","approaches",2
"different","backgrounds",2
"different","body",2
"different","cultures",2
"different","days",2
"different","direction",2
"different","eras",2
"different","feeling",2
"different","graduation",2
"different","itâ",2
"different","one",2
"different","ones",2
"different","people",2
"different","places",2
"different","professions",2
